Circle,213.5,192.0,367.0,314.0,0,0,0,1
Circle,554.5,438.5,291.0,185.0,0,0,0,1
Circle,509.0,216.5,224.0,107.0,0,0,0,1
Circle,189.5,471.0,367.0,314.0,0,0,0,1
Circle,595.5,374.5,291.0,185.0,0,0,0,1
Circle,395.0,347.5,224.0,107.0,0,0,0,1
CompositeShape,514.0,126.0,304.0,100.0,0,0,0,1,6
Circle,447.82312925170066,102.47554806070826,151.79319727891163,52.951096121416526,0,0,0,1
Circle,588.8625850340136,144.04384485666105,120.35918367346949,31.197301854974683,0,0,0,1
Circle,570.043537414966,106.6070826306914,92.64761904761895,18.043844856661053,0,0,0,1
Circle,437.89659863945576,149.52445193929174,151.79319727891152,52.951096121416526,0,0,0,1
Circle,605.8204081632653,133.2512647554806,120.35918367346949,31.197301854974683,0,0,0,1
Circle,522.8925170068027,128.6981450252951,92.64761904761895,18.043844856661053,0,0,0,1
end
